,F,GM,KMX,TSLA
Date,,,,
6/10/2019,9.360175133,34.84860992,82.36000061,42.57600021
6/11/2019,9.455492973,35.03248596,81.22000122,43.41999817
6/12/2019,9.388772011,34.51957703,82.04000092,41.85200119
6/13/2019,9.588936806,34.85828781,82.15000153,42.7820015
6/14/2019,9.512682915,34.50989914,83.54000092,42.98400116
6/17/2019,9.579404831,34.97441483,83.87000275,45.00600052
6/18/2019,9.627064705,35.51635742,83.66999817,44.94800186
6/19/2019,9.56987381,35.59378052,83.48999786,45.2859993
6/20/2019,9.56987381,35.76797485,83,43.92399979
6/21/2019,9.52221489,35.72925949,85.63999939,44.37200165
6/24/2019,9.484087944,35.76797485,82.63999939,44.72800064
6/25/2019,9.379239082,36.46474838,83.37000275,43.95199966
6/26/2019,9.445960999,36.90023804,84.13999939,43.85400009
6/27/2019,9.722381592,37.08411026,86.86000061,44.56800079
6/28/2019,9.750977516,37.28733444,86.83000183,44.69200134
7/1/2019,9.674722672,37.50024033,87.16000366,45.43399811
7/2/2019,9.646128654,37.10346603,87.69000244,44.90999985
7/3/2019,9.722381592,36.9292717,88.90000153,46.97999954
7/5/2019,9.722381592,37.25830841,88.48000336,46.61999893
7/8/2019,9.722381592,36.99701309,87.80000305,46.06800079
7/9/2019,9.665192604,36.8518486,87.58000183,46.01200104
7/10/2019,9.636595726,36.87120819,87.41000366,47.7840004
7/11/2019,9.712850571,37.19055939,88.76999664,47.72000122
7/12/2019,9.998802185,37.94540405,88.94000244,49.01599884
7/15/2019,9.932080269,38.09056854,88.79000092,50.70000076
7/16/2019,10.01786613,38.15831375,86.38999939,50.47600174
7/17/2019,9.846294403,37.89701843,85.15000153,50.97200012
7/18/2019,9.779572487,37.85830688,86.62999725,50.70800018
7/19/2019,9.722381592,38.20669937,84.83999634,51.63600159
7/22/2019,9.693360329,38.57444,84.76000214,51.13600159
7/23/2019,9.838470459,39.39702606,86.23999786,52.0340004
7/24/2019,9.993253708,39.56154633,88.83999634,52.97600174
7/25/2019,9.248355865,39.43573761,89.33000183,45.76399994
7/26/2019,9.258029938,39.45509338,91.16999817,45.60800171
7/29/2019,9.287052155,39.36799622,91.33999634,47.15399933
7/30/2019,9.238681793,39.12605667,87.80000305,48.45199966
7/31/2019,9.219333649,39.0389595,87.76000214,48.3219986
8/1/2019,9.006505966,38.85508728,86.30000305,46.77000046
8/2/2019,8.977482796,38.49702072,86,46.86800003
8/5/2019,8.929112434,37.75185013,83.93000031,45.66400146
8/6/2019,9.170962334,37.81960297,85.88999939,46.15000153
8/7/2019,9.219333649,38.11959839,82.87000275,46.68399811
8/8/2019,9.248355865,38.80670166,84.02999878,47.65999985
8/9/2019,9.141941071,38.33250427,84.02999878,47.0019989
8/12/2019,8.987156868,37.60669708,83.90000153,45.80199814
8/13/2019,8.958135605,37.75185013,85.38999939,47
8/14/2019,8.70661068,35.99055481,83.75,43.92399979
8/15/2019,8.571174622,35.29377747,84.25,43.12799835
8/16/2019,8.667914391,35.80668259,85.02999878,43.98799896
8/19/2019,8.735631943,36.15507507,85.97000122,45.36600113
8/20/2019,8.667914391,35.76797485,83.33999634,45.17200089
8/21/2019,8.745306969,35.92280579,83.16999817,44.16600037
8/22/2019,8.745306969,36.0582962,83.72000122,44.43000031
8/23/2019,8.484108925,34.89699936,80.83000183,42.27999878
8/26/2019,8.532478333,35.08087158,80.61000061,43
8/27/2019,8.474434853,34.7324791,79.52999878,42.81600189
8/28/2019,8.70661068,35.2647438,81.26999664,43.11800003
8/29/2019,8.822699547,35.71958542,82.79000092,44.34199905
8/30/2019,8.871068954,35.89377975,83.27999878,45.12200165
9/3/2019,8.803351402,35.71958542,82.55999756,45.0019989
9/4/2019,8.900091171,37.00669098,84.97000122,44.13600159
9/5/2019,9.035527229,37.85708237,86.73000336,45.91600037
9/6/2019,9.035527229,37.90595245,86,45.49000168
9/9/2019,9.229007721,38.68792343,86.58999634,46.35800171
9/10/2019,9.112918854,38.68792343,87.30000305,47.10800171
9/11/2019,9.112918854,38.57062531,85.31999969,49.41999817
9/12/2019,9.103245735,38.18941879,86.52999878,49.17399979
9/13/2019,9.141941071,37.98414993,86.75,49.04000092
9/16/2019,8.99683094,36.37133789,84.26000214,48.56200027
9/17/2019,8.977482796,37.42699814,86.08000183,48.95800018
9/18/2019,8.948461533,37.31947708,85.52999878,48.69800186
9/19/2019,8.803351402,36.92848969,86.30999756,49.31999969
9/20/2019,8.871068954,36.52773285,84.62999725,48.12400055
9/23/2019,8.861394882,36.40066528,86.90000153,48.24599838
9/24/2019,8.813024521,35.94125366,86.73999786,44.64199829
9/25/2019,8.900091171,36.2735939,86.08000183,45.74000168
9/26/2019,8.842047691,36.76232529,86.37999725,48.51200104
9/27/2019,8.784003258,36.57660675,87.48000336,48.42599869
9/30/2019,8.861394882,36.63525391,88,48.17399979
10/1/2019,8.609869957,35.29613113,88.69000244,48.93799973
10/2/2019,8.329323769,33.89836121,85.59999847,48.62599945
10/3/2019,8.426064491,34.1916008,84.65000153,46.60599899
10/4/2019,8.455085754,34.12317657,85.59999847,46.2859993
10/7/2019,8.397042274,33.96678543,86.30999756,47.54399872
10/8/2019,8.261606216,33.11639404,85.09999847,48.00999832
10/9/2019,8.280955315,33.37052917,86.59999847,48.90599823
10/10/2019,8.338998795,33.87881088,87.41000366,48.94800186
10/11/2019,8.493782043,34.7682991,90.52999878,49.57799911
10/14/2019,8.532478333,34.69987869,90.02999878,51.39199829
10/15/2019,8.774328232,35.44274902,92.41999817,51.57799911
10/16/2019,8.774328232,35.82396317,92.44000244,51.95000076
10/17/2019,8.813024521,35.3743248,92.73000336,52.39400101
10/18/2019,8.987156868,35.35477829,94.27999878,51.38999939
10/21/2019,8.878996849,35.12018967,96.01999664,50.70000076
10/22/2019,8.918327332,35.49162292,94.18000031,51.11600113
10/23/2019,9.055987358,35.78486633,94.62999725,50.93600082
10/24/2019,8.456188202,35.01266861,95.12000275,59.93600082
10/25/2019,8.574181557,35.9119339,94.76999664,65.62599945
10/28/2019,8.46601963,35.8141861,94.98000336,65.54199982
10/29/2019,8.495518684,37.34879684,95.34999847,63.24399948
10/30/2019,8.397191048,37.05556107,94.76999664,63.0019989
10/31/2019,8.446354866,36.32246399,93.16999817,62.98400116
11/1/2019,8.74133873,37.11420822,94.86000061,62.66199875
11/4/2019,8.849498749,37.52474594,95.41999817,63.49399948
11/5/2019,8.869164467,37.36835098,95.48999786,63.44400024
11/6/2019,8.77083683,37.5540657,94.26999664,65.31600189
11/7/2019,8.74133873,37.62248993,94.08999634,67.10800171
11/8/2019,8.888829231,37.7984314,93.87999725,67.4280014
11/11/2019,8.928160667,37.8473053,94.16000366,69.01799774
11/12/2019,8.888829231,37.72023392,95.26000214,69.98600006
11/13/2019,8.662675858,36.35179138,95.87999725,69.22200012
11/14/2019,8.643010139,35.97058105,96.83999634,69.87000275
11/15/2019,8.80033493,36.05854797,98,70.43399811
11/18/2019,8.80033493,35.79463577,99.73000336,69.9980011
11/19/2019,8.751170158,35.56005096,100.1500015,71.90399933
11/20/2019,8.584012985,34.48483658,99.56999969,70.44400024
11/21/2019,8.564348221,33.88858795,98.18000031,70.96600342
11/22/2019,8.74133873,34.53371429,97.58000183,66.60800171
11/25/2019,8.849498749,35.00289536,97.83000183,67.26799774
11/26/2019,8.859331131,35.10063934,98.63999939,65.78399658
11/27/2019,8.947826385,35.32545471,98.30999756,66.25800323
11/29/2019,8.908495903,35.18861008,97.26000214,65.98799896
12/2/2019,8.859331131,35.07131577,96.69000244,66.97399902
12/3/2019,8.74133873,34.72920227,95.98999786,67.23999786
12/4/2019,8.80033493,34.99311447,96.41000366,66.60600281
12/5/2019,8.780669212,34.88444519,96.08000183,66.0739975
12/6/2019,8.869164467,35.11167145,97.37000275,67.1780014
12/9/2019,8.859331131,34.95360184,96.69000244,67.90599823
12/10/2019,8.918327332,34.68685532,96.94000244,69.76799774
12/11/2019,8.957658768,34.81528854,99.02999878,70.54000092
12/12/2019,9.164147377,35.66492081,99.05000305,71.93599701
12/13/2019,9.075652122,35.22034836,97.87999725,71.6780014
12/16/2019,9.232976913,35.67480469,98,76.30000305
12/17/2019,9.232976913,35.87239456,98.90000153,75.79799652
12/18/2019,9.380468369,36.86034012,98.63999939,78.62999725
12/19/2019,9.252642632,36.81093979,98.79000092,80.80799866
12/20/2019,9.321471214,36.80106354,92.70999908,81.11799622
12/23/2019,9.282140732,36.32684708,89.18000031,83.84400177
12/24/2019,9.311639786,36.13914108,88.86000061,85.05000305
12/26/2019,9.291973114,36.04034424,89.02999878,86.18800354
12/27/2019,9.203477859,36.11938095,88.40000153,86.0759964
12/30/2019,9.095317841,36.00082397,87.43000031,82.94000244
12/31/2019,9.144481659,36.15889359,87.66999817,83.66600037
1/2/2020,9.262475014,36.92949677,89.51000214,86.05200195
1/3/2020,9.055987358,35.88227081,87.26000214,88.60199738
1/6/2020,9.006822586,35.40805817,87.05000305,90.30799866
1/7/2020,9.095317841,34.72637558,87.23000336,93.81199646
1/8/2020,9.095317841,34.23239899,87.08000183,98.4280014
1/9/2020,9.105151176,34.65721893,87.59999847,96.26799774
1/10/2020,9.095317841,34.23239899,89.08999634,95.62999725
1/13/2020,9.085484505,34.55842209,91.02999878,104.9720001
1/14/2020,9.134649277,34.72637558,91.94000244,107.5839996
1/15/2020,9.036320686,34.72637558,92.87999725,103.6999969
1/16/2020,9.016655922,35.12155151,94.69999695,102.697998
1/17/2020,9.006822586,35.17094803,95.68000031,102.0999985
1/21/2020,9.055987358,34.56830215,95.90000153,109.4400024
1/22/2020,9.006822586,34.48926544,97.34999847,113.9120026
1/23/2020,8.987157822,34.45962906,98.11000061,114.4400024
1/24/2020,8.849498749,33.89649582,96.73000336,112.9639969
1/27/2020,8.74133873,33.00734329,95.98000336,111.6039963
1/28/2020,8.820000648,33.23456955,98.56999969,113.3799973
1/29/2020,8.859999657,33.1950531,98.5,116.197998
1/30/2020,8.840000153,32.92831039,99.36000061,128.1620026
1/31/2020,8.819999695,32.98758316,97.04000092,130.1139984
2/3/2020,8.979999542,33.31360626,95.05999756,156
2/4/2020,9.180000305,33.9557724,96.75,177.4120026
2/5/2020,8.31000042,34.6078186,97.97000122,146.9400024
2/6/2020,8.25,33.91625595,96.97000122,149.7920074
2/7/2020,8.109999657,33.2246933,96.30000305,149.6139984
2/10/2020,8.06000042,33.83721924,97.65000153,154.2559967
2/11/2020,8.100000381,34.58805847,98.83999634,154.8760071
2/12/2020,8.239999771,35.06227493,98.23000336,153.4579926
2/13/2020,8.25,34.86468506,98.88999939,160.8000031
2/14/2020,8.100000381,34.34107208,98.80999756,160.0059967
2/18/2020,8.06000042,33.99528885,98.26999664,171.6799927
2/19/2020,8,34.49914169,100.1299973,183.4839935
2/20/2020,8.029999733,34.86468506,101.9000015,179.8820038
2/21/2020,7.889999866,34.23239899,101.2099991,180.1999969
2/24/2020,7.570000172,32.69120026,97.44999695,166.7579956
2/25/2020,7.230000019,31.36734962,93.29000092,159.9819946
2/26/2020,7.210000038,31.61433601,91.30000305,155.7599945
2/27/2020,6.96999979,30.3398819,88.19000244,135.8000031
2/28/2020,6.960000038,30.13241386,87.30999756,133.5980072
3/2/2020,7.199999809,31.04132652,89.73999786,148.723999
3/3/2020,6.96999979,30.152174,86.16000366,149.102005
3/4/2020,7.079999924,31.15000153,90.69999695,149.8999939
3/5/2020,6.739999771,30.10000038,85.93000031,144.9080048
3/6/2020,6.489999771,28.69000053,85,140.6959991
3/9/2020,5.900000095,24.69000053,75.20999908,121.5999985
3/10/2020,6.260000229,27.12000084,79.79000092,129.0659943
3/11/2020,5.900000095,26,76.20999908,126.8460007
3/12/2020,5.349999905,23.04000092,67.87000275,112.1100006
3/13/2020,5.630000114,24.70999908,69.19000244,109.3239975
3/16/2020,5.010000229,21,54.95000076,89.01399994
3/17/2020,5.010000229,20.31999969,53.75999832,86.04000092
3/18/2020,4.5,16.79999924,48.22000122,72.2440033
3/19/2020,4.46999979,17.70999908,48.13000107,85.52799988
3/20/2020,4.329999924,18.13999939,44.27000046,85.5059967
3/23/2020,4.010000229,17.60000038,47.70000076,86.85800171
3/24/2020,4.949999809,21.11000061,56.31999969,101
3/25/2020,5.389999866,21.48999977,63.88000107,107.8499985
3/26/2020,5.25,22.55999947,60.91999817,105.6320038
3/27/2020,5.190000057,21.37999916,58.93000031,102.8720016
3/30/2020,5.03000021,21.31999969,55.75,100.4260025
3/31/2020,4.829999924,20.78000069,53.83000183,104.8000031
4/1/2020,4.400000095,19.26000023,52.36000061,96.31199646
4/2/2020,4.360000134,18.19000053,50.20000076,90.89399719
4/3/2020,4.239999771,18.04000092,48.59999847,96.0019989
4/6/2020,4.53000021,19.54999924,54.45000076,103.2480011
4/7/2020,4.710000038,21.29999924,58.00999832,109.0899963
4/8/2020,5.03000021,23.12999916,63.22000122,109.7679977
4/9/2020,5.369999886,24.05999947,66.5,114.5999985
4/13/2020,5.159999847,23.01000023,62.59999847,130.1900024
4/14/2020,5.289999962,22.97999954,64.38999939,141.9779968
4/15/2020,5.03000021,21.65999985,61.58000183,145.9660034
4/16/2020,4.940000057,20.87000084,59.06999969,149.0420074
4/17/2020,5.119999886,22.47999954,65.22000122,150.7779999
4/20/2020,4.980000019,22.37999916,64.55999756,149.2720032
4/21/2020,4.769999981,21.23999977,63.58000183,137.3439941
4/22/2020,4.769999981,21.29999924,64.91000366,146.4219971
4/23/2020,4.889999866,21.52000046,65.98999786,141.1260071
4/24/2020,4.869999886,21.95000076,70.95999908,145.0299988
4/27/2020,5.170000076,22.45000076,74.97000122,159.75
4/28/2020,5.380000114,22.18000031,74.09999847,153.8240051
4/29/2020,5.260000229,23.78000069,78.98999786,160.102005
4/30/2020,5.090000153,22.29000092,73.65000153,156.3760071
5/1/2020,4.920000076,20.89999962,71.06999969,140.2640076
5/4/2020,4.860000134,20.75,71.68000031,152.2380066
5/5/2020,4.96999979,21.26000023,72.97000122,153.6419983
5/6/2020,4.869999886,21.88999939,72.97000122,156.5160065
5/7/2020,4.869999886,22.44000053,72.87000275,156.0079956
5/8/2020,5.239999771,23.93000031,76.69000244,163.8840027
5/11/2020,5.119999886,22.79999924,75.95999908,162.2579956
5/12/2020,4.980000019,22.55999947,74.77999878,161.8820038
5/13/2020,4.71999979,21.45999908,73.94999695,158.1920013
5/14/2020,4.889999866,22.30999947,75.16999817,160.6660004
5/15/2020,4.900000095,22.62999916,75.80000305,159.8339996
5/18/2020,5.309999943,24.80999947,79.75,162.7259979
5/19/2020,5.300000191,24.69000053,78.94999695,161.602005
5/20/2020,5.489999771,25.47999954,78.34999847,163.1119995
5/21/2020,5.630000114,25.79999924,80.41999817,165.5200043
5/22/2020,5.650000095,25.97999954,81.55000305,163.3760071
5/26/2020,5.840000153,27.39999962,85.22000122,163.7740021
5/27/2020,6.03000021,27.79000092,89.20999908,164.0460052
5/28/2020,5.849999905,26.68000031,88.68000031,161.1620026
5/29/2020,5.710000038,25.87999916,88.05000305,167
6/1/2020,5.869999886,26.94000053,90.08999634,179.6199951
6/2/2020,5.900000095,27.40999985,92.02999878,176.3119965
6/3/2020,6.190000057,29.06999969,94.80000305,176.5919952
6/4/2020,6.570000172,29.15999985,93.12999725,172.8760071
6/5/2020,7.340000153,30.61000061,95.93000031,177.1320038
6/8/2020,7.53000021,30.68000031,98.34999847,189.9839935
6/9/2020,7.239999771,29.86000061,94.91999817,188.1340027
6/10/2020,6.809999943,28.75,91.98999786,205.0099945
6/11/2020,6.130000114,26.5,87.29000092,194.5679932
6/12/2020,6.460000038,27.95999908,89.98000336,187.0559998
6/15/2020,6.5,27.77000046,92.83000183,198.1799927
6/16/2020,6.550000191,27.78000069,96.36000061,196.4259949
6/17/2020,6.329999924,27.15999985,96.98999786,198.3580017
6/18/2020,6.329999924,27.09000015,97.91000366,200.7920074
6/19/2020,6.230000019,26.59000015,91.87000275,200.1799927
6/22/2020,6.28000021,26.37000084,93.95999908,198.8639984
6/23/2020,6.150000095,26.25,92.20999908,200.3560028
6/24/2020,5.949999809,25.28000069,89.44999695,192.1699982
6/25/2020,6.03000021,25.22999954,89.58999634,197.1959991
6/26/2020,5.909999847,24.45999908,86.58000183,191.947998
6/29/2020,6.010000229,25.29999924,88.98000336,201.8699951
6/30/2020,6.079999924,25.29999924,89.55000305,215.9620056
7/1/2020,5.980000019,24.95999908,89.01999664,223.9259949
7/2/2020,6.050000191,25.23999977,89.22000122,241.7319946
7/6/2020,6.190000057,25.72999954,90.37999725,274.3160095
7/7/2020,6.119999886,25.12999916,88.58999634,277.9719849
7/8/2020,6.090000153,24.94000053,88.69999695,273.1759949
7/9/2020,5.840000153,23.42000008,86.23000336,278.8559875
7/10/2020,6.099999905,24.38999939,88.19000244,308.9299927
7/13/2020,6.059999943,24.86000061,87.27999878,299.4119873
7/14/2020,6.360000134,25.63999939,91.34999847,303.3599854
7/15/2020,6.739999771,26.87999916,95.04000092,309.2019958
7/16/2020,6.860000134,26.85000038,95.22000122,300.1279907
7/17/2020,6.800000191,26.45000076,95.01999664,300.1679993
7/20/2020,6.659999847,26.01000023,93.34999847,328.6000061
7/21/2020,6.679999828,26.14999962,95.26999664,313.6719971
7/22/2020,6.840000153,26.29999924,97.84999847,318.4660034
7/23/2020,6.980000019,26.76000023,97.77999878,302.6140137
7/24/2020,6.880000114,26.25,97.45999908,283.3999939
7/27/2020,6.929999828,25.70000076,97.76999664,307.9200134
7/28/2020,7.010000229,26.32999992,97.16999817,295.2980042
7/29/2020,6.920000076,25.88999939,98.68000031,299.821991
7/30/2020,6.739999771,25.20000076,98.33000183,297.4979858
7/31/2020,6.610000134,24.88999939,96.97000122,286.1520081
8/3/2020,6.690000057,25.63999939,97.40000153,297
8/4/2020,6.860000134,25.79999924,99.36000061,297.3999939
8/5/2020,6.960000038,26.32999992,100.3600006,297.0039978
8/6/2020,6.929999828,26.62000084,100.6500015,297.9159851
8/7/2020,6.860000134,26.71999931,100.2799988,290.5419922
8/10/2020,7.090000153,27.97999954,102.1999969,283.7139893
8/11/2020,7.230000019,28.52000046,103.9899979,274.8779907
8/12/2020,7.110000134,28.03000069,106.2399979,310.9519958
8/13/2020,7.03000021,27.54999924,104.3600006,324.2000122
8/14/2020,7.039999962,27.86000061,104.3499985,330.1419983
8/17/2020,6.980000019,30.01000023,105.6200027,367.1279907
8/18/2020,6.889999866,29.84000015,106.6299973,377.4179993
8/19/2020,6.869999886,29.21999931,106.7799988,375.7059937
8/20/2020,6.840000153,28.82999992,106.1200027,400.3659973
8/21/2020,6.659999847,28.55999947,106.9199982,409.9960022
8/24/2020,6.980000019,30.30999947,108.8000031,402.8399963
8/25/2020,6.940000057,29.69000053,107.0400009,404.6679993
8/26/2020,6.820000172,29.47999954,107.2300034,430.6340027
8/27/2020,6.909999847,29.69000053,106.5400009,447.75
8/28/2020,6.940000057,30.02000046,107.25,442.6799927
8/31/2020,6.820000172,29.62999916,106.9300003,498.3200073
9/1/2020,6.829999924,29.79000092,108.5800018,475.0499878
9/2/2020,6.949999809,30.95999908,108.5999985,447.3699951
9/3/2020,6.820000172,29.47999954,106.3199997,407
9/4/2020,6.900000095,30,105.5800018,418.3200073
9/8/2020,7.03000021,32.38000107,104.6200027,330.2099915
9/9/2020,6.96999979,31.95000076,105.1500015,366.2799988
9/10/2020,6.909999847,30.17000008,102.4599991,371.3399963
9/11/2020,7,30.45999908,101.6299973,372.7200012
9/14/2020,7.119999886,31.18000031,104.8000031,419.6199951
9/15/2020,7.039999962,31.57999992,105.0100021,449.7600098
9/16/2020,7.019999981,31.79000092,104.5100021,441.7600098
9/17/2020,7.28000021,31.92000008,102.9899979,423.4299927
9/18/2020,7.230000019,31.5,103.0699997,442.1499939
9/21/2020,6.869999886,30,101.1200027,449.3900146
9/22/2020,6.78000021,29.44000053,104.3000031,424.230011
9/23/2020,6.639999866,29.34000015,105.9300003,380.3599854
9/24/2020,6.659999847,29.11000061,94.27999878,387.7900085
9/25/2020,6.510000229,29,94.02999878,407.3399963
9/28/2020,6.690000057,29.44000053,95.05000305,421.2000122
9/29/2020,6.599999905,28.73999977,93.08000183,419.0700073
9/30/2020,6.659999847,29.59000015,91.91000366,429.0100098
10/1/2020,6.75,30.37999916,93.48999786,448.1600037
10/2/2020,6.889999866,30.45999908,95.55000305,415.0899963
10/5/2020,7.019999981,30.95999908,97.91000366,425.6799927
10/6/2020,6.980000019,30.39999962,93.15000153,413.980011
10/7/2020,7.230000019,31.62000084,94.09999847,425.2999878
10/8/2020,7.349999905,32.20999908,95.94000244,425.9200134
10/9/2020,7.25,32.15999985,94.95999908,434
10/12/2020,7.670000076,32.20999908,92.51000214,442.2999878
10/13/2020,7.760000229,31.87000084,93.12999725,446.6499939
10/14/2020,7.570000172,31.67000008,91.58000183,461.2999878
10/15/2020,7.619999886,32.59000015,93.12000275,448.8800049
10/16/2020,7.670000076,33.45000076,93.73999786,439.6700134
10/19/2020,7.590000153,33.34999847,92.04000092,430.8299866
10/20/2020,7.739999771,35.59999847,91.12999725,421.9400024
10/21/2020,7.849999905,35.77000046,89.80999756,422.6400146
10/22/2020,8.210000038,37.40999985,91.41999817,425.7900085
10/23/2020,8.159999847,36.83000183,90.94999695,420.6300049
10/26/2020,8.029999733,35.81999969,88.79000092,420.2799988
10/27/2020,7.920000076,34.88999939,87.44000244,424.6799927
10/28/2020,7.699999809,34.09000015,87.87999725,406.019989
10/29/2020,7.900000095,34.88999939,88.20999908,410.8299866
10/30/2020,7.730000019,34.52999878,86.44000244,388.0400085
11/2/2020,7.710000038,34.54999924,89.08000183,400.5100098
11/3/2020,7.880000114,35.34999847,93.12000275,423.8999939
11/4/2020,7.639999866,35.24000168,91.55000305,420.980011
11/5/2020,7.989999771,37.13999939,93.31999969,438.0899963
11/6/2020,7.789999962,37.47000122,92.75,429.9500122
11/9/2020,8.199999809,38.95999908,95.97000122,421.2600098
11/10/2020,8.380000114,41.08000183,94.30999756,410.3599854
11/11/2020,8.329999924,40.56000137,93.41999817,417.1300049
11/12/2020,8.210000038,39.31999969,93.09999847,411.7600098
11/13/2020,8.539999962,41.18999863,95.48000336,408.5
11/16/2020,8.800000191,42.13000107,97.58999634,408.0899963
11/17/2020,8.75,41.97999954,94.73000336,441.6099854
11/18/2020,8.819999695,42.72000122,92.81999969,486.6400146
11/19/2020,8.819999695,42.81999969,94.52999878,499.269989
11/20/2020,8.739999771,43.04000092,94.55000305,489.6099854
11/23/2020,8.859999657,44.77000046,96.44000244,521.8499756
11/24/2020,9.449999809,46.45999908,96.04000092,555.3800049
11/25/2020,9.079999924,45.45999908,95.29000092,574
11/27/2020,9.090000153,45.06000137,95.37000275,585.7600098
11/30/2020,9.079999924,43.84000015,93.48000336,567.5999756
12/1/2020,9.239999771,44.68000031,96.13999939,584.7600098
12/2/2020,9.199999809,44.58000183,96.47000122,568.8200073
12/3/2020,9.210000038,44.09000015,96.26999664,593.3800049
12/4/2020,9.340000153,44.40000153,96.5,599.039978
12/7/2020,9.220000267,44.31000137,96.05999756,641.7600098
12/8/2020,9.25,43.79999924,94.37999725,649.8800049
12/9/2020,9.449999809,44.43000031,94.87000275,604.4799805
12/10/2020,9.119999886,42.86999893,94.33999634,627.0700073
12/11/2020,9.020000458,41.91999817,93.93000031,609.9899902
12/14/2020,8.909999847,41.61999893,92.54000092,639.8300171
12/15/2020,9.149999619,41.65999985,96.12999725,633.25
12/16/2020,9.039999962,41.41999817,99.08000183,622.7700195
12/17/2020,9.079999924,42.02999878,99.79000092,655.9000244
12/18/2020,8.949999809,41.00999832,98.25,695
12/21/2020,8.930000305,41.20999908,100.4599991,649.8599854
12/22/2020,8.789999962,40.90000153,92.33000183,640.3400269
12/23/2020,8.989999771,42.45000076,93.18000031,645.9799805
12/24/2020,8.859999657,41.58000183,92.30000305,661.7700195
12/28/2020,8.890000343,41.65999985,91,663.6900024
12/29/2020,8.819999695,41.56999969,92.23999786,665.9899902
12/30/2020,8.859999657,41.84000015,94.62000275,694.7800293
12/31/2020,8.789999962,41.63999939,94.45999908,705.6699829
1/4/2021,8.520000458,40.50999832,93.30000305,729.7700195
1/5/2021,8.649999619,41.65999985,94.19999695,735.1099854
1/6/2021,8.840000153,42.97999954,97.95999908,755.9799805
1/7/2021,9.06000042,43.31999969,100.3000031,816.039978
1/8/2021,9,43.06000137,102.0999985,880.0200195
1/11/2021,9.300000191,45.00999832,104.6399994,811.1900024
1/12/2021,9.779999733,47.81999969,106.5,849.4400024
1/13/2021,9.779999733,48.72999954,105.4899979,854.4099731
1/14/2021,10.17000008,51.52999878,106.3499985,845
1/15/2021,9.829999924,49.97000122,106.4400024,826.1599731
1/19/2021,10.02000046,54.84000015,116.4300003,844.5499878
1/20/2021,10.85999966,55.86000061,122.7900009,850.4500122
1/21/2021,11.52999973,55.08000183,120.2900009,844.9899902
1/22/2021,11.52000046,55.40000153,118.6399994,846.6400146
1/25/2021,11.28999996,53.38999939,120.9599991,880.7999878
1/26/2021,11.18999958,52.04000092,127.7900009,883.0900269
1/27/2021,10.78999996,49.34000015,121.4499969,864.1599731
1/28/2021,10.72000027,51.04000092,121.2900009,835.4299927
1/29/2021,10.52999973,50.68000031,117.7799988,793.5300293
2/1/2021,10.82999992,51.50999832,116.9100037,839.8099976
2/2/2021,10.85999966,52.72000122,123.0400009,872.789978
2/3/2021,11.19999981,54.25,123.3099976,854.6900024
2/4/2021,11.36999989,54.13000107,125.6600037,849.9899902
2/5/2021,11.51000023,54.40999985,126.1699982,852.2299805
2/8/2021,11.56000042,56.88000107,126.8499985,863.4199829
2/9/2021,11.93000031,56.06000137,125.4199982,849.460022
2/10/2021,11.76000023,54.88000107,125.4199982,804.8200073
2/11/2021,11.44999981,53.5,126.8399963,811.6599731
2/12/2021,11.44999981,53.59999847,125.0999985,816.1199951
2/16/2021,11.53999996,53.45999908,122.3600006,796.2199707
2/17/2021,11.47999954,52.88999939,122.5100021,798.1500244
2/18/2021,11.43000031,52.15999985,120.2399979,787.3800049
2/19/2021,11.57999992,52.56999969,121.3199997,781.2999878
2/22/2021,11.69999981,51.97999954,119.3799973,714.5
2/23/2021,11.61999989,51.11000061,119.2600021,698.8400269
2/24/2021,12.27000046,52.90000153,121.8399963,742.0200195
2/25/2021,11.76000023,50.59999847,118.9199982,682.2199707
2/26/2021,11.69999981,51.33000183,119.5100021,675.5
3/1/2021,11.97999954,52.54000092,121.3899994,718.4299927
3/2/2021,12.55000019,54.11000061,120.9800034,686.4400024
3/3/2021,12.17000008,52.66999817,121.8000031,653.2000122
3/4/2021,11.93000031,51.83000183,120.3000031,621.4400024
3/5/2021,12.27000046,53.75,123.1999969,597.9500122
3/8/2021,12.64999962,54.97999954,129.1699982,563
3/9/2021,12.56999969,54.65000153,128.6699982,673.5800171
3/10/2021,12.90999985,56.83000183,133.5500031,668.0599976
3/11/2021,12.81000042,56.33000183,132.9700012,699.5999756
3/12/2021,13.36999989,59.25999832,133.7599945,693.7299805
3/15/2021,13.19999981,57.93999863,134.3500061,707.9400024
3/16/2021,12.48999977,57.11999893,131.1199951,676.8800049
3/17/2021,12.68999958,60.04999924,132.0500031,701.8099976
3/18/2021,12.48999977,59.27000046,134.5599976,653.1599731
3/19/2021,12.82999992,59.81999969,133.2400055,654.8699951
3/22/2021,12.85000038,58.09999847,132.3000031,670
3/23/2021,12.21000004,56.15999985,131.0200043,662.1599731
3/24/2021,12.14000034,55.81000137,128.3500061,630.2700195
3/25/2021,12.31999969,56.59999847,130.6000061,640.3900146
3/26/2021,12.30000019,56.52000046,133.8099976,618.710022
3/29/2021,12.14999962,55.93999863,134.5700073,611.289978
3/30/2021,12.46000004,58.50999832,135.8300018,635.6199951
3/31/2021,12.25,57.45999908,132.6600037,667.9299927
