,Close,Close,Close,Close
,F,GM,KMX,TSLA
Date,,,,
2017-08-28,9.167959213256836,31.728240966796875,63.47999954223633,69.13200378417969
2017-08-29,9.210442543029785,31.7371883392334,63.560001373291016,69.47200012207031
2017-08-30,9.295408248901367,32.00523376464844,65.98999786376953,70.63600158691406
2017-08-31,9.371880531311035,32.648555755615234,67.1500015258789,71.18000030517578
2017-09-01,9.643774032592773,33.381229400634766,68.12000274658203,71.08000183105469
2017-09-05,9.652271270751953,33.26507568359375,69.0199966430664,69.91799926757812
2017-09-06,9.771224975585938,33.65821075439453,69.08000183105469,68.90599822998047
2017-09-07,9.686256408691406,33.31522750854492,68.33999633789062,70.12200164794922
2017-09-08,9.652271270751953,33.396461486816406,68.47000122070312,68.68000030517578
2017-09-11,9.694754600524902,33.712364196777344,68.5,72.73799896240234
2017-09-12,9.847696304321289,34.19977569580078,68.3499984741211,72.55000305175781
2017-09-13,9.873184204101562,34.488609313964844,69.08999633789062,73.24600219726562
2017-09-14,9.82220458984375,35.01212692260742,69.45999908447266,75.52799987792969
2017-09-15,9.873184204101562,35.093360900878906,68.08000183105469,75.96199798583984
2017-09-18,9.881683349609375,34.831600189208984,68.33999633789062,77.0
2017-09-19,9.958152770996094,34.93088912963867,68.45999908447266,75.0199966430664
2017-09-20,9.94965648651123,35.093360900878906,68.66999816894531,74.78199768066406
2017-09-21,9.958152770996094,35.29193878173828,68.83999633789062,73.2959976196289
2017-09-22,10.060113906860352,35.58076095581055,74.19000244140625,70.21800231933594
2017-09-25,10.145079612731934,36.37506103515625,74.29000091552734,68.99800109863281
2017-09-26,10.13658332824707,36.338951110839844,73.58999633789062,69.05000305175781
2017-09-27,10.15357780456543,36.62779235839844,75.3499984741211,68.19400024414062
2017-09-28,10.162074089050293,36.62779235839844,75.93000030517578,67.91999816894531
2017-09-29,10.170570373535156,36.447269439697266,75.80999755859375,68.22000122070312
2017-10-02,10.272531509399414,38.04488754272461,76.58999633789062,68.30599975585938
2017-10-03,10.484950065612793,39.2182731628418,76.33000183105469,69.62799835205078
2017-10-04,10.450963973999023,39.516136169433594,76.44999694824219,71.00199890136719
2017-10-05,10.408479690551758,39.57931137084961,76.37000274658203,71.06600189208984
2017-10-06,10.459460258483887,40.55413055419922,76.80999755859375,71.3759994506836
2017-10-09,10.484950065612793,40.91517639160156,76.18000030517578,68.58799743652344
2017-10-10,10.527433395385742,40.806861877441406,76.2300033569336,71.11799621582031
2017-10-11,10.518936157226562,41.04153823852539,76.05999755859375,70.91999816894531
2017-10-12,10.298023223876953,40.51802062988281,75.69999694824219,71.13600158691406
2017-10-13,10.238545417785645,41.4116096496582,75.44000244140625,71.11399841308594
2017-10-16,10.298023223876953,41.30329132080078,75.45999908447266,70.12000274658203
2017-10-17,10.4254732131958,40.63536834716797,75.37000274658203,71.1500015258789
2017-10-18,10.357498168945312,40.725624084472656,75.26000213623047,71.93000030517578
2017-10-19,10.391485214233398,40.933223724365234,74.83999633789062,70.36199951171875
2017-10-20,10.408689498901367,41.167903900146484,75.13999938964844,69.0199966430664
2017-10-23,10.357077598571777,40.752708435058594,74.38999938964844,67.40399932861328
2017-10-24,10.486109733581543,41.95316696166992,74.77999877929688,67.46800231933594
2017-10-25,10.357077598571777,40.725624084472656,74.16999816894531,65.16799926757812
2017-10-26,10.55492877960205,40.84296417236328,74.86000061035156,65.23400115966797
2017-10-27,10.374281883239746,40.2923698425293,74.36000061035156,64.17400360107422
2017-10-30,10.408689498901367,39.146060943603516,74.94999694824219,64.01599884033203
2017-10-31,10.55492877960205,38.79404830932617,75.0999984741211,66.30599975585938
2017-11-01,10.623745918273926,38.929439544677734,74.45999908447266,64.21600341796875
2017-11-02,10.683960914611816,38.451053619384766,75.9800033569336,59.85200119018555
2017-11-03,10.632349014282227,38.21637725830078,75.19000244140625,61.21799850463867
2017-11-06,10.60654067993164,38.03585433959961,74.91000366210938,60.555999755859375
2017-11-07,10.46030330657959,37.63871383666992,73.41999816894531,61.209999084472656
2017-11-08,10.374281883239746,38.0087776184082,73.44000244140625,60.87799835205078
2017-11-09,10.357077598571777,38.0087776184082,72.18000030517578,60.597999572753906
2017-11-10,10.331271171569824,38.50520706176758,72.68000030517578,60.597999572753906
2017-11-13,10.46030330657959,39.32658386230469,72.3499984741211,63.08000183105469
2017-11-14,10.339873313903809,38.812103271484375,70.94000244140625,61.7400016784668
2017-11-15,10.32266902923584,38.685733795166016,70.72000122070312,62.2599983215332
2017-11-16,10.357077598571777,39.353660583496094,70.55000305175781,62.5
2017-11-17,10.331271171569824,39.60639572143555,69.44999694824219,63.0099983215332
2017-11-20,10.434496879577637,40.50899887084961,69.62000274658203,61.74800109863281
2017-11-21,10.425895690917969,40.590232849121094,68.75,63.5620002746582
2017-11-22,10.38288402557373,39.976463317871094,67.98999786376953,62.52000045776367
2017-11-24,10.408689498901367,40.129905700683594,68.05000305175781,63.11000061035156
2017-11-27,10.417290687561035,39.86814880371094,67.87000274658203,63.36199951171875
2017-11-28,10.503314018249512,40.545101165771484,67.45999908447266,63.5099983215332
2017-11-29,10.804393768310547,39.543209075927734,68.5,61.507999420166016
2017-11-30,10.769984245300293,38.893333435058594,68.91000366210938,61.77000045776367
2017-12-01,10.8215970993042,38.6225471496582,68.37999725341797,61.305999755859375
2017-12-04,10.864607810974121,38.85722732543945,70.70999908447266,61.040000915527344
2017-12-05,10.6925630569458,38.63157653808594,67.72000122070312,60.7400016784668
2017-12-06,10.649552345275879,38.04488754272461,66.55000305175781,62.652000427246094
2017-12-07,10.778586387634277,38.272586822509766,66.97000122070312,62.24800109863281
2017-12-08,10.847402572631836,38.272586822509766,67.4800033569336,63.0260009765625
2017-12-11,10.8215970993042,37.953800201416016,67.97000122070312,65.78199768066406
2017-12-12,10.838800430297852,37.8262825012207,66.86000061035156,68.20600128173828
2017-12-13,10.864607810974121,37.70787811279297,67.47000122070312,67.80599975585938
2017-12-14,10.718369483947754,37.17049789428711,67.08999633789062,67.5780029296875
2017-12-15,10.8215970993042,37.29801940917969,67.7300033569336,68.69000244140625
